Unnamed: 0,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
680,2008,1,3,4,1815.0,1755,1923.0,1915,WN,581,N256WN,68.0,80.0,54.0,8.0,20.0,MDW,BNA,395,4.0,10.0,0,N,0,,,,,
682,2008,1,3,4,830.0,800,939.0,920,WN,689,N409WN,69.0,80.0,56.0,19.0,30.0,MDW,BNA,395,5.0,8.0,0,N,0,10.0,0.0,0.0,0.0,9.0
683,2008,1,3,4,1247.0,1210,1358.0,1325,WN,813,N679AA,71.0,75.0,60.0,33.0,37.0,MDW,BNA,395,5.0,6.0,0,N,0,14.0,0.0,0.0,0.0,19.0
684,2008,1,3,4,1547.0,1540,1659.0,1700,WN,830,N436WN,72.0,80.0,55.0,-1.0,7.0,MDW,BNA,395,4.0,13.0,0,N,0,,,,,
685,2008,1,3,4,2156.0,2035,2309.0,2155,WN,851,N238WN,73.0,80.0,60.0,74.0,81.0,MDW,BNA,395,4.0,9.0,0,N,0,36.0,0.0,0.0,0.0,38.0
687,2008,1,3,4,2221.0,2110,2332.0,2225,WN,1973,N347SW,71.0,75.0,54.0,67.0,71.0,MDW,BNA,395,4.0,13.0,0,N,0,20.0,0.0,0.0,0.0,47.0
688,2008,1,3,4,638.0,615,801.0,730,WN,2108,N479WN,83.0,75.0,55.0,31.0,23.0,MDW,BNA,395,6.0,22.0,0,N,0,23.0,0.0,8.0,0.0,0.0
689,2008,1,3,4,839.0,820,1058.0,1040,WN,1690,N217JC,79.0,80.0,65.0,18.0,19.0,MDW,BUF,468,4.0,10.0,0,N,0,11.0,0.0,0.0,0.0,7.0
690,2008,1,3,4,1332.0,1255,1546.0,1515,WN,1828,N785SW,74.0,80.0,66.0,31.0,37.0,MDW,BUF,468,2.0,6.0,0,N,0,19.0,0.0,0.0,0.0,12.0
691,2008,1,3,4,2057.0,1955,2321.0,2215,WN,2975,N713SW,84.0,80.0,65.0,66.0,62.0,MDW,BUF,468,3.0,16.0,0,N,0,46.0,0.0,4.0,0.0,16.0
692,2008,1,3,4,2334.0,1950,157.0,2235,WN,106,N751SW,83.0,105.0,73.0,202.0,224.0,MDW,BWI,611,4.0,6.0,0,N,0,15.0,0.0,0.0,0.0,187.0
693,2008,1,3,4,1338.0,1300,1617.0,1545,WN,208,N763SW,99.0,105.0,88.0,32.0,38.0,MDW,BWI,611,4.0,7.0,0,N,0,32.0,0.0,0.0,0.0,0.0
694,2008,1,3,4,1533.0,1515,1812.0,1800,WN,224,N279WN,99.0,105.0,87.0,12.0,18.0,MDW,BWI,611,3.0,9.0,0,N,0,,,,,
695,2008,1,3,4,1727.0,1715,2012.0,2000,WN,324,N253WN,105.0,105.0,90.0,12.0,12.0,MDW,BWI,611,4.0,11.0,0,N,0,,,,,
696,2008,1,3,4,904.0,850,1145.0,1135,WN,466,N623SW,101.0,105.0,88.0,10.0,14.0,MDW,BWI,611,3.0,10.0,0,N,0,,,,,
697,2008,1,3,4,1110.0,1035,1348.0,1320,WN,2272,N263WN,98.0,105.0,86.0,28.0,35.0,MDW,BWI,611,3.0,9.0,0,N,0,19.0,0.0,0.0,0.0,9.0
698,2008,1,3,4,2245.0,2125,115.0,5,WN,2786,N417WN,90.0,100.0,78.0,70.0,80.0,MDW,BWI,611,4.0,8.0,0,N,0,45.0,0.0,0.0,0.0,25.0
700,2008,1,3,4,1847.0,1825,2052.0,2035,WN,30,N689SW,65.0,70.0,52.0,17.0,22.0,MDW,CLE,307,6.0,7.0,0,N,0,16.0,0.0,0.0,0.0,1.0
701,2008,1,3,4,2214.0,2105,17.0,2310,WN,153,N658SW,63.0,65.0,48.0,67.0,69.0,MDW,CLE,307,6.0,9.0,0,N,0,0.0,0.0,0.0,0.0,67.0
702,2008,1,3,4,929.0,820,1200.0,1025,WN,387,N779SW,91.0,65.0,50.0,95.0,69.0,MDW,CLE,307,8.0,33.0,0,N,0,69.0,0.0,26.0,0.0,0.0
703,2008,1,3,4,1202.0,1135,1403.0,1345,WN,628,N902WN,61.0,70.0,47.0,18.0,27.0,MDW,CLE,307,4.0,10.0,0,N,0,8.0,0.0,0.0,0.0,10.0
704,2008,1,3,4,1527.0,1410,1735.0,1620,WN,1489,N699SW,68.0,70.0,48.0,75.0,77.0,MDW,CLE,307,7.0,13.0,0,N,0,75.0,0.0,0.0,0.0,0.0
706,2008,1,3,4,1901.0,1600,2113.0,1815,WN,3587,N374SW,72.0,75.0,54.0,178.0,181.0,MDW,CLE,307,6.0,12.0,0,N,0,22.0,0.0,0.0,0.0,156.0
708,2008,1,3,4,2017.0,2000,2215.0,2205,WN,154,N353SW,58.0,65.0,43.0,10.0,17.0,MDW,CMH,284,4.0,11.0,0,N,0,,,,,
709,2008,1,3,4,2316.0,2135,106.0,2335,WN,261,N340LV,50.0,60.0,39.0,91.0,101.0,MDW,CMH,284,3.0,8.0,0,N,0,61.0,0.0,0.0,0.0,30.0
711,2008,1,3,4,637.0,615,838.0,815,WN,950,N750SA,61.0,60.0,49.0,23.0,22.0,MDW,CMH,284,5.0,7.0,0,N,0,0.0,22.0,1.0,0.0,0.0
712,2008,1,3,4,1628.0,1620,1832.0,1825,WN,1685,N341SW,64.0,65.0,47.0,7.0,8.0,MDW,CMH,284,5.0,12.0,0,N,0,,,,,
713,2008,1,3,4,1349.0,1325,1549.0,1530,WN,2470,N339SW,60.0,65.0,50.0,19.0,24.0,MDW,CMH,284,2.0,8.0,0,N,0,19.0,0.0,0.0,0.0,0.0
714,2008,1,3,4,1758.0,1730,1957.0,1935,WN,2474,N776WN,59.0,65.0,48.0,22.0,28.0,MDW,CMH,284,3.0,8.0,0,N,0,22.0,0.0,0.0,0.0,0.0
715,2008,1,3,4,2114.0,2025,2246.0,2155,WN,172,N780SW,152.0,150.0,128.0,51.0,49.0,MDW,DEN,895,7.0,17.0,0,N,0,22.0,0.0,2.0,0.0,27.0
716,2008,1,3,4,1245.0,1220,1405.0,1355,WN,806,N711HK,140.0,155.0,128.0,10.0,25.0,MDW,DEN,895,5.0,7.0,0,N,0,,,,,
717,2008,1,3,4,946.0,930,1109.0,1105,WN,902,N411WN,143.0,155.0,127.0,4.0,16.0,MDW,DEN,895,6.0,10.0,0,N,0,,,,,
718,2008,1,3,4,643.0,630,817.0,805,WN,1001,N485WN,154.0,155.0,125.0,12.0,13.0,MDW,DEN,895,4.0,25.0,0,N,0,,,,,
719,2008,1,3,4,1526.0,1425,1650.0,1600,WN,1852,N239WN,144.0,155.0,129.0,50.0,61.0,MDW,DEN,895,6.0,9.0,0,N,0,26.0,0.0,0.0,0.0,24.0
720,2008,1,3,4,1805.0,1705,1930.0,1845,WN,1944,N410WN,145.0,160.0,128.0,45.0,60.0,MDW,DEN,895,6.0,11.0,0,N,0,16.0,0.0,0.0,0.0,29.0
721,2008,1,3,4,1238.0,1200,1447.0,1405,WN,308,N502SW,69.0,65.0,53.0,42.0,38.0,MDW,DTW,229,9.0,7.0,0,N,0,14.0,0.0,4.0,0.0,24.0
722,2008,1,3,4,819.0,800,1016.0,1000,WN,424,N713SW,57.0,60.0,45.0,16.0,19.0,MDW,DTW,229,4.0,8.0,0,N,0,9.0,0.0,0.0,0.0,7.0
723,2008,1,3,4,1908.0,1825,2108.0,2030,WN,1006,N523SW,60.0,65.0,42.0,38.0,43.0,MDW,DTW,229,3.0,15.0,0,N,0,38.0,0.0,0.0,0.0,0.0
724,2008,1,3,4,1656.0,1610,1857.0,1820,WN,1014,N494WN,61.0,70.0,43.0,37.0,46.0,MDW,DTW,229,3.0,15.0,0,N,0,29.0,0.0,0.0,0.0,8.0
725,2008,1,3,4,1015.0,955,1218.0,1200,WN,1567,N785SW,63.0,65.0,52.0,18.0,20.0,MDW,DTW,229,5.0,6.0,0,N,0,8.0,0.0,0.0,0.0,10.0
726,2008,1,3,4,1452.0,1405,1650.0,1610,WN,1916,N357SW,58.0,65.0,46.0,40.0,47.0,MDW,DTW,229,5.0,7.0,0,N,0,32.0,0.0,0.0,0.0,8.0
728,2008,1,3,4,2223.0,2125,18.0,2325,WN,3915,N528SW,55.0,60.0,36.0,53.0,58.0,MDW,DTW,229,7.0,12.0,0,N,0,9.0,0.0,0.0,0.0,44.0
729,2008,1,3,4,1317.0,1305,1709.0,1700,WN,234,N798SW,172.0,175.0,152.0,9.0,12.0,MDW,FLL,1166,7.0,13.0,0,N,0,,,,,
730,2008,1,3,4,1801.0,1735,2142.0,2130,WN,892,N457WN,161.0,175.0,148.0,12.0,26.0,MDW,FLL,1166,5.0,8.0,0,N,0,,,,,
731,2008,1,3,4,939.0,925,1324.0,1325,WN,2630,N255WN,165.0,180.0,151.0,-1.0,14.0,MDW,FLL,1166,7.0,7.0,0,N,0,,,,,
732,2008,1,3,4,2130.0,1955,111.0,2350,WN,3228,N717SA,161.0,175.0,142.0,81.0,95.0,MDW,FLL,1166,4.0,15.0,0,N,0,40.0,0.0,0.0,0.0,41.0
733,2008,1,3,4,705.0,630,1055.0,1030,WN,3848,N550WN,170.0,180.0,151.0,25.0,35.0,MDW,FLL,1166,5.0,14.0,0,N,0,25.0,0.0,0.0,0.0,0.0
734,2008,1,3,4,707.0,640,934.0,925,WN,195,N793SA,147.0,165.0,133.0,9.0,27.0,MDW,HOU,937,4.0,10.0,0,N,0,,,,,
735,2008,1,3,4,2106.0,2015,2329.0,2300,WN,203,N332SW,143.0,165.0,123.0,29.0,51.0,MDW,HOU,937,4.0,16.0,0,N,0,13.0,0.0,0.0,0.0,16.0
736,2008,1,3,4,916.0,820,1142.0,1105,WN,319,N716SW,146.0,165.0,130.0,37.0,56.0,MDW,HOU,937,4.0,12.0,0,N,0,13.0,0.0,0.0,0.0,24.0
737,2008,1,3,4,1445.0,1415,1710.0,1700,WN,1927,N497WN,145.0,165.0,129.0,10.0,30.0,MDW,HOU,937,3.0,13.0,0,N,0,,,,,
738,2008,1,3,4,1149.0,1115,1416.0,1400,WN,3763,N514SW,147.0,165.0,135.0,16.0,34.0,MDW,HOU,937,3.0,9.0,0,N,0,12.0,0.0,0.0,0.0,4.0
739,2008,1,3,4,1720.0,1710,1944.0,1955,WN,3841,N280WN,144.0,165.0,130.0,-11.0,10.0,MDW,HOU,937,3.0,11.0,0,N,0,,,,,
740,2008,1,3,4,2217.0,2110,47.0,2350,WN,205,N299WN,90.0,100.0,73.0,57.0,67.0,MDW,IAD,577,5.0,12.0,0,N,0,25.0,0.0,0.0,0.0,32.0
742,2008,1,3,4,1544.0,1405,1825.0,1650,WN,1307,N294WN,101.0,105.0,81.0,95.0,99.0,MDW,IAD,577,5.0,15.0,0,N,0,51.0,0.0,0.0,0.0,44.0
744,2008,1,3,4,1939.0,1915,2216.0,2155,WN,3232,N201LV,97.0,100.0,78.0,21.0,24.0,MDW,IAD,577,5.0,14.0,0,N,0,2.0,0.0,0.0,0.0,19.0
745,2008,1,3,4,647.0,640,931.0,915,WN,3760,N672SW,104.0,95.0,84.0,16.0,7.0,MDW,IAD,577,5.0,15.0,0,N,0,0.0,7.0,9.0,0.0,0.0
746,2008,1,3,4,1724.0,1655,1913.0,1850,WN,378,N726SW,49.0,55.0,31.0,23.0,29.0,MDW,IND,162,7.0,11.0,0,N,0,23.0,0.0,0.0,0.0,0.0
747,2008,1,3,4,2212.0,2105,7.0,2255,WN,771,N486WN,55.0,50.0,36.0,72.0,67.0,MDW,IND,162,6.0,13.0,0,N,0,17.0,0.0,5.0,0.0,50.0
748,2008,1,3,4,1410.0,1255,1609.0,1445,WN,1333,N334SW,59.0,50.0,32.0,84.0,75.0,MDW,IND,162,8.0,19.0,0,N,0,58.0,0.0,9.0,0.0,17.0
749,2008,1,3,4,725.0,715,906.0,905,WN,1746,N612SW,41.0,50.0,27.0,1.0,10.0,MDW,IND,162,7.0,7.0,0,N,0,,,,,
750,2008,1,3,4,1033.0,905,1342.0,1205,WN,969,N215WN,129.0,120.0,114.0,97.0,88.0,MDW,ISP,765,5.0,10.0,0,N,0,32.0,0.0,9.0,0.0,56.0
751,2008,1,3,4,1620.0,1550,1924.0,1900,WN,1667,N243WN,124.0,130.0,110.0,24.0,30.0,MDW,ISP,765,5.0,9.0,0,N,0,13.0,0.0,0.0,0.0,11.0
752,2008,1,3,4,1308.0,1245,1615.0,1555,WN,1930,N724SW,127.0,130.0,113.0,20.0,23.0,MDW,ISP,765,4.0,10.0,0,N,0,20.0,0.0,0.0,0.0,0.0
753,2008,1,3,4,1910.0,1845,2201.0,2150,WN,2703,N734SA,111.0,125.0,98.0,11.0,25.0,MDW,ISP,765,4.0,9.0,0,N,0,,,,,
754,2008,1,3,4,2241.0,1845,25.0,2045,WN,405,N513SW,104.0,120.0,90.0,220.0,236.0,MDW,JAN,666,3.0,11.0,0,N,0,220.0,0.0,0.0,0.0,0.0
755,2008,1,3,4,830.0,730,1010.0,925,WN,1035,N346SW,100.0,115.0,87.0,45.0,60.0,MDW,JAN,666,3.0,10.0,0,N,0,45.0,0.0,0.0,0.0,0.0
756,2008,1,3,4,2207.0,2100,6.0,2300,WN,164,N723SW,239.0,240.0,219.0,66.0,67.0,MDW,LAS,1521,5.0,15.0,0,N,0,55.0,0.0,0.0,0.0,11.0
757,2008,1,3,4,1713.0,1705,1901.0,1905,WN,201,N251WN,228.0,240.0,219.0,-4.0,8.0,MDW,LAS,1521,3.0,6.0,0,N,0,,,,,
758,2008,1,3,4,1038.0,1030,1230.0,1230,WN,300,N753SW,232.0,240.0,217.0,0.0,8.0,MDW,LAS,1521,6.0,9.0,0,N,0,,,,,
759,2008,1,3,4,1601.0,1550,1828.0,1750,WN,433,N264LV,267.0,240.0,219.0,38.0,11.0,MDW,LAS,1521,32.0,16.0,0,N,0,11.0,0.0,27.0,0.0,0.0
760,2008,1,3,4,2015.0,2005,2206.0,2205,WN,556,N297WN,231.0,240.0,214.0,1.0,10.0,MDW,LAS,1521,8.0,9.0,0,N,0,,,,,
761,2008,1,3,4,1216.0,1200,1401.0,1400,WN,872,N788SA,225.0,240.0,215.0,1.0,16.0,MDW,LAS,1521,4.0,6.0,0,N,0,,,,,
762,2008,1,3,4,650.0,615,840.0,815,WN,891,N400WN,230.0,240.0,216.0,25.0,35.0,MDW,LAS,1521,3.0,11.0,0,N,0,0.0,25.0,0.0,0.0,0.0
763,2008,1,3,4,850.0,740,1046.0,940,WN,1016,N765SW,236.0,240.0,220.0,66.0,70.0,MDW,LAS,1521,5.0,11.0,0,N,0,57.0,0.0,0.0,0.0,9.0
764,2008,1,3,4,1517.0,1500,1714.0,1700,WN,1422,N403WN,237.0,240.0,222.0,14.0,17.0,MDW,LAS,1521,5.0,10.0,0,N,0,,,,,
765,2008,1,3,4,853.0,830,1048.0,1030,WN,2295,N404WN,235.0,240.0,223.0,18.0,23.0,MDW,LAS,1521,3.0,9.0,0,N,0,18.0,0.0,0.0,0.0,0.0
766,2008,1,3,4,2011.0,1925,2205.0,2125,WN,2449,N454WN,234.0,240.0,218.0,40.0,46.0,MDW,LAS,1521,9.0,7.0,0,N,0,35.0,0.0,0.0,0.0,5.0
767,2008,1,3,4,1508.0,1430,1700.0,1630,WN,3844,N446WN,232.0,240.0,220.0,30.0,38.0,MDW,LAS,1521,4.0,8.0,0,N,0,27.0,0.0,0.0,0.0,3.0
769,2008,1,3,4,732.0,655,957.0,925,WN,184,N473WN,265.0,270.0,243.0,32.0,37.0,MDW,LAX,1750,11.0,11.0,0,N,0,26.0,0.0,0.0,0.0,6.0
770,2008,1,3,4,2116.0,2100,2352.0,2330,WN,587,N435WN,276.0,270.0,249.0,22.0,16.0,MDW,LAX,1750,6.0,21.0,0,N,0,12.0,0.0,6.0,0.0,4.0
771,2008,1,3,4,1533.0,1500,1802.0,1730,WN,829,N476WN,269.0,270.0,256.0,32.0,33.0,MDW,LAX,1750,5.0,8.0,0,N,0,31.0,0.0,0.0,0.0,1.0
772,2008,1,3,4,1243.0,1140,1505.0,1415,WN,2979,N901WN,262.0,275.0,249.0,50.0,63.0,MDW,LAX,1750,7.0,6.0,0,N,0,39.0,0.0,0.0,0.0,11.0
773,2008,1,3,4,1414.0,1400,1641.0,1630,WN,3149,N415WN,267.0,270.0,252.0,11.0,14.0,MDW,LAX,1750,5.0,10.0,0,N,0,,,,,
774,2008,1,3,4,1748.0,1735,2024.0,2010,WN,3584,N416WN,276.0,275.0,259.0,14.0,13.0,MDW,LAX,1750,8.0,9.0,0,N,0,,,,,
775,2008,1,3,4,1600.0,1500,1735.0,1645,WN,49,N502SW,95.0,105.0,78.0,50.0,60.0,MDW,LIT,544,4.0,13.0,0,N,0,21.0,0.0,0.0,0.0,29.0
776,2008,1,3,4,746.0,715,904.0,840,WN,19,N511SW,78.0,85.0,62.0,24.0,31.0,MDW,MCI,405,5.0,11.0,0,N,0,14.0,0.0,0.0,0.0,10.0
777,2008,1,3,4,1113.0,1040,1229.0,1205,WN,33,N525SW,76.0,85.0,64.0,24.0,33.0,MDW,MCI,405,4.0,8.0,0,N,0,16.0,0.0,0.0,0.0,8.0
778,2008,1,3,4,1832.0,1720,1952.0,1845,WN,59,N628SW,80.0,85.0,66.0,67.0,72.0,MDW,MCI,405,5.0,9.0,0,N,0,43.0,0.0,0.0,0.0,24.0
779,2008,1,3,4,1422.0,1245,1546.0,1410,WN,132,N704SW,84.0,85.0,64.0,96.0,97.0,MDW,MCI,405,5.0,15.0,0,N,0,65.0,0.0,0.0,0.0,31.0
780,2008,1,3,4,2201.0,2135,2319.0,2300,WN,342,N246LV,78.0,85.0,64.0,19.0,26.0,MDW,MCI,405,4.0,10.0,0,N,0,12.0,0.0,0.0,0.0,7.0
781,2008,1,3,4,915.0,845,1034.0,1010,WN,407,N636WN,79.0,85.0,63.0,24.0,30.0,MDW,MCI,405,4.0,12.0,0,N,0,11.0,0.0,0.0,0.0,13.0
782,2008,1,3,4,950.0,925,1107.0,1050,WN,449,N528SW,77.0,85.0,64.0,17.0,25.0,MDW,MCI,405,4.0,9.0,0,N,0,17.0,0.0,0.0,0.0,0.0
784,2008,1,3,4,1947.0,1935,2110.0,2100,WN,727,N399WN,83.0,85.0,65.0,10.0,12.0,MDW,MCI,405,4.0,14.0,0,N,0,,,,,
786,2008,1,3,4,1620.0,1505,1737.0,1630,WN,1257,N507SW,77.0,85.0,61.0,67.0,75.0,MDW,MCI,405,4.0,12.0,0,N,0,12.0,0.0,0.0,0.0,55.0
787,2008,1,3,4,1714.0,1620,1832.0,1745,WN,2900,N504SW,78.0,85.0,64.0,47.0,54.0,MDW,MCI,405,4.0,10.0,0,N,0,33.0,0.0,0.0,0.0,14.0
788,2008,1,3,4,1333.0,1300,1650.0,1630,WN,401,N242WN,137.0,150.0,125.0,20.0,33.0,MDW,MCO,989,3.0,9.0,0,N,0,16.0,0.0,0.0,0.0,4.0
789,2008,1,3,4,621.0,615,948.0,945,WN,482,N706SW,147.0,150.0,128.0,3.0,6.0,MDW,MCO,989,8.0,11.0,0,N,0,,,,,
790,2008,1,3,4,2059.0,2005,19.0,2335,WN,1189,N231WN,140.0,150.0,127.0,44.0,54.0,MDW,MCO,989,4.0,9.0,0,N,0,24.0,0.0,0.0,0.0,20.0
791,2008,1,3,4,1414.0,1400,1737.0,1730,WN,1206,N469WN,143.0,150.0,127.0,7.0,14.0,MDW,MCO,989,4.0,12.0,0,N,0,,,,,
792,2008,1,3,4,825.0,805,1142.0,1135,WN,1765,N239WN,137.0,150.0,124.0,7.0,20.0,MDW,MCO,989,4.0,9.0,0,N,0,,,,,
793,2008,1,3,4,1120.0,1020,1435.0,1350,WN,2631,N470WN,135.0,150.0,126.0,45.0,60.0,MDW,MCO,989,3.0,6.0,0,N,0,25.0,0.0,0.0,0.0,20.0
794,2008,1,3,4,1804.0,1710,2129.0,2040,WN,3050,N481WN,145.0,150.0,126.0,49.0,54.0,MDW,MCO,989,6.0,13.0,0,N,0,16.0,0.0,0.0,0.0,33.0
795,2008,1,3,4,2124.0,1935,48.0,2305,WN,3919,N746SW,144.0,150.0,126.0,103.0,109.0,MDW,MCO,989,3.0,15.0,0,N,0,13.0,0.0,0.0,0.0,90.0
796,2008,1,3,4,2143.0,2015,37.0,2315,WN,396,N407WN,114.0,120.0,100.0,82.0,88.0,MDW,MHT,838,4.0,10.0,0,N,0,82.0,0.0,0.0,0.0,0.0
797,2008,1,3,4,645.0,635,957.0,935,WN,1674,N422WN,132.0,120.0,109.0,22.0,10.0,MDW,MHT,838,3.0,20.0,0,N,0,10.0,0.0,12.0,0.0,0.0
798,2008,1,3,4,1849.0,1805,2146.0,2110,WN,1951,N674AA,117.0,125.0,106.0,36.0,44.0,MDW,MHT,838,4.0,7.0,0,N,0,31.0,0.0,0.0,0.0,5.0
799,2008,1,3,4,1417.0,1345,1717.0,1645,WN,2524,N458WN,120.0,120.0,105.0,32.0,32.0,MDW,MHT,838,4.0,11.0,0,N,0,28.0,0.0,0.0,0.0,4.0
800,2008,1,3,4,1103.0,1040,1359.0,1340,WN,2813,N761RR,116.0,120.0,106.0,19.0,23.0,MDW,MHT,838,3.0,7.0,0,N,0,19.0,0.0,0.0,0.0,0.0
801,2008,1,3,4,1413.0,1400,1631.0,1620,WN,1192,N274WN,138.0,140.0,109.0,11.0,13.0,MDW,MSY,825,5.0,24.0,0,N,0,,,,,
802,2008,1,3,4,954.0,905,1240.0,1150,WN,142,N758SW,286.0,285.0,265.0,50.0,49.0,MDW,OAK,1844,4.0,17.0,0,N,0,49.0,0.0,1.0,0.0,0.0
803,2008,1,3,4,1412.0,1155,1659.0,1435,WN,562,N739GB,287.0,280.0,272.0,144.0,137.0,MDW,OAK,1844,6.0,9.0,0,N,0,47.0,0.0,7.0,0.0,90.0
804,2008,1,3,4,2117.0,2010,11.0,2250,WN,1076,N411WN,294.0,280.0,265.0,81.0,67.0,MDW,OAK,1844,5.0,24.0,0,N,0,41.0,0.0,14.0,0.0,26.0
806,2008,1,3,4,1443.0,1330,1743.0,1615,WN,2195,N479WN,300.0,285.0,272.0,88.0,73.0,MDW,OAK,1844,17.0,11.0,0,N,0,40.0,0.0,15.0,0.0,33.0
807,2008,1,3,4,1020.0,955,1137.0,1120,WN,555,N506SW,77.0,85.0,68.0,17.0,25.0,MDW,OMA,423,2.0,7.0,0,N,0,8.0,0.0,0.0,0.0,9.0
808,2008,1,3,4,1429.0,1235,1547.0,1400,WN,1066,N440LV,78.0,85.0,63.0,107.0,114.0,MDW,OMA,423,3.0,12.0,0,N,0,100.0,0.0,0.0,0.0,7.0
809,2008,1,3,4,1841.0,1735,2004.0,1900,WN,1423,N658SW,83.0,85.0,68.0,64.0,66.0,MDW,OMA,423,3.0,12.0,0,N,0,63.0,0.0,0.0,0.0,1.0
810,2008,1,3,4,709.0,700,829.0,825,WN,2544,N374SW,80.0,85.0,66.0,4.0,9.0,MDW,OMA,423,2.0,12.0,0,N,0,,,,,
811,2008,1,3,4,2239.0,2115,2358.0,2240,WN,3491,N523SW,79.0,85.0,67.0,78.0,84.0,MDW,OMA,423,2.0,10.0,0,N,0,7.0,0.0,0.0,0.0,71.0
812,2008,1,3,4,1741.0,1600,1901.0,1725,WN,3832,N205WN,80.0,85.0,66.0,96.0,101.0,MDW,OMA,423,2.0,12.0,0,N,0,9.0,0.0,0.0,0.0,87.0
813,2008,1,3,4,1340.0,1325,1627.0,1620,WN,568,N754SW,107.0,115.0,98.0,7.0,15.0,MDW,ORF,704,2.0,7.0,0,N,0,,,,,
814,2008,1,3,4,2041.0,1915,2327.0,2210,WN,3510,N298WN,106.0,115.0,92.0,77.0,86.0,MDW,ORF,704,3.0,11.0,0,N,0,77.0,0.0,0.0,0.0,0.0
815,2008,1,3,4,855.0,835,1116.0,1105,WN,561,N766SW,261.0,270.0,247.0,11.0,20.0,MDW,PDX,1751,5.0,9.0,0,N,0,,,,,
816,2008,1,3,4,1921.0,1835,2142.0,2105,WN,2804,N255WN,261.0,270.0,244.0,37.0,46.0,MDW,PDX,1751,4.0,13.0,0,N,0,37.0,0.0,0.0,0.0,0.0
817,2008,1,3,4,1548.0,1540,1834.0,1850,WN,79,N211WN,106.0,130.0,91.0,-16.0,8.0,MDW,PHL,668,7.0,8.0,0,N,0,,,,,
819,2008,1,3,4,1305.0,1245,1558.0,1545,WN,792,N900WN,113.0,120.0,94.0,13.0,20.0,MDW,PHL,668,7.0,12.0,0,N,0,,,,,
820,2008,1,3,4,2047.0,1845,2331.0,2145,WN,1136,N733SA,104.0,120.0,90.0,106.0,122.0,MDW,PHL,668,5.0,9.0,0,N,0,21.0,0.0,0.0,0.0,85.0
821,2008,1,3,4,1812.0,1715,2054.0,2025,WN,2789,N209WN,102.0,130.0,86.0,29.0,57.0,MDW,PHL,668,6.0,10.0,0,N,0,12.0,0.0,0.0,0.0,17.0
822,2008,1,3,4,618.0,600,912.0,855,WN,3153,N347SW,114.0,115.0,95.0,17.0,18.0,MDW,PHL,668,4.0,15.0,0,N,0,17.0,0.0,0.0,0.0,0.0
823,2008,1,3,4,955.0,935,1242.0,1230,WN,3757,N446WN,107.0,115.0,93.0,12.0,20.0,MDW,PHL,668,3.0,11.0,0,N,0,,,,,
824,2008,1,3,4,2205.0,2135,43.0,25,WN,3927,N459WN,98.0,110.0,84.0,18.0,30.0,MDW,PHL,668,4.0,10.0,0,N,0,4.0,0.0,0.0,0.0,14.0
825,2008,1,3,4,833.0,815,1114.0,1105,WN,259,N483WN,221.0,230.0,207.0,9.0,18.0,MDW,PHX,1444,6.0,8.0,0,N,0,,,,,
826,2008,1,3,4,656.0,645,946.0,940,WN,616,N495WN,230.0,235.0,205.0,6.0,11.0,MDW,PHX,1444,5.0,20.0,0,N,0,,,,,
827,2008,1,3,4,1608.0,1510,1902.0,1805,WN,921,N430WN,234.0,235.0,215.0,57.0,58.0,MDW,PHX,1444,5.0,14.0,0,N,0,43.0,0.0,0.0,0.0,14.0
828,2008,1,3,4,2126.0,2010,24.0,2300,WN,1023,N216WR,238.0,230.0,215.0,84.0,76.0,MDW,PHX,1444,3.0,20.0,0,N,0,35.0,0.0,8.0,0.0,41.0
829,2008,1,3,4,1757.0,1725,2043.0,2020,WN,1827,N420WN,226.0,235.0,212.0,23.0,32.0,MDW,PHX,1444,6.0,8.0,0,N,0,23.0,0.0,0.0,0.0,0.0
830,2008,1,3,4,1310.0,1245,1555.0,1540,WN,1842,N723SW,225.0,235.0,209.0,15.0,25.0,MDW,PHX,1444,5.0,11.0,0,N,0,15.0,0.0,0.0,0.0,0.0
831,2008,1,3,4,2234.0,2130,118.0,15,WN,3336,N208WN,224.0,225.0,212.0,63.0,64.0,MDW,PHX,1444,4.0,8.0,0,N,0,32.0,0.0,0.0,0.0,31.0
832,2008,1,3,4,1038.0,1010,1322.0,1300,WN,3501,N732SW,224.0,230.0,208.0,22.0,28.0,MDW,PHX,1444,5.0,11.0,0,N,0,22.0,0.0,0.0,0.0,0.0
833,2008,1,3,4,2146.0,2050,2350.0,2305,WN,337,N488WN,64.0,75.0,52.0,45.0,56.0,MDW,PIT,402,3.0,9.0,0,N,0,19.0,0.0,0.0,0.0,26.0
834,2008,1,3,4,750.0,730,1002.0,950,WN,1414,N402WN,72.0,80.0,59.0,12.0,20.0,MDW,PIT,402,6.0,7.0,0,N,0,,,,,
835,2008,1,3,4,1542.0,1515,1805.0,1730,WN,2445,N651SW,83.0,75.0,64.0,35.0,27.0,MDW,PIT,402,8.0,11.0,0,N,0,27.0,0.0,8.0,0.0,0.0
